saddr,daddr,proto,src_mac,dst_mac,sport,dport,flag,N_IN_Conn_P_SrcIP,N_IN_Conn_P_DstIP,length,time,datarate,dns,scan
210.117.181.96,78.52.109.18,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,156.14.141.236,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,107.9.56.145,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,194.224.116.137,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,43.144.244.131,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,41.221.83.239,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,143.8.242.175,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,69.122.186.232,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,203.126.67.62,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,34.227.14.171,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,189.188.208.9,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,76.64.240.168,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,125.232.71.81,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,73.62.93.210,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,61.207.186.66,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,70.67.162.71,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,53.223.32.218,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,143.51.130.61,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,84.245.113.159,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,144.45.150.164,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,91.195.83.85,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,39.6.249.235,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,101.254.75.167,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,175.239.140.200,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,221.0.41.17,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,153.233.229.109,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,206.162.194.150,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,100.10.51.202,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,69.239.100.59,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,125.124.85.220,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,223.25.65.80,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,172.87.183.209,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,74.132.185.244,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,206.248.183.138,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,18.187.20.62,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,85.60.108.176,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,27.115.171.178,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,135.241.1.234,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,129.223.145.2,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,116.27.252.218,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,80.230.19.125,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,158.136.154.38,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
175.239.140.200,210.117.181.96,0,bc:e7:12:22:12:67,70:5d:cc:57:c7:b5,23,22733,20,1,173,40,1,40.0,0,1
210.117.181.96,210.109.49.91,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,19.185.148.76,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,123.31.13.129,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,160.37.224.47,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,96.178.130.130,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,186.128.90.192,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,220.45.179.208,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,77.5.203.225,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,194.72.99.182,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,158.22.239.19,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,27.23.69.74,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,192.184.14.240,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,69.82.106.23,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,112.73.196.249,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,189.66.35.98,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,194.193.127.140,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,197.182.93.37,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,92.45.18.92,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,77.249.237.80,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,64.151.109.236,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,168.67.230.140,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,124.13.97.118,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,36.153.45.112,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,2.152.93.139,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,191.21.58.131,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,188.167.72.172,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,162.190.43.72,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,111.243.144.122,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,8.47.142.186,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,206.114.186.160,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,77.4.69.233,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,171.126.31.171,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,148.107.236.140,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,90.31.139.24,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,65.60.87.203,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,213.126.148.23,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,14.109.220.32,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,182.113.132.214,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,196.26.91.167,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,140.69.135.144,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,53.11.162.238,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,208.194.107.253,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,135.25.93.23,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
34.227.14.171,210.117.181.96,0,bc:e7:12:22:12:67,70:5d:cc:57:c7:b5,23,22733,20,1,173,40,1,40.0,0,1
202.169.108.118,210.117.181.96,0,bc:e7:12:22:12:67,70:5d:cc:57:c7:b5,23,22733,20,1,173,40,1,40.0,0,1
196.26.91.167,210.117.181.96,0,bc:e7:12:22:12:67,70:5d:cc:57:c7:b5,23,22733,20,1,173,40,1,40.0,0,1
210.117.181.96,204.158.216.177,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,174.30.36.101,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,54.135.70.55,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,120.163.242.21,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,13.229.252.246,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,13.110.52.23,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,60.255.141.236,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,49.49.152.224,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,173.52.235.248,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,204.237.30.192,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,60.248.119.154,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,35.163.70.62,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,37.250.220.231,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,207.170.112.239,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,110.67.232.87,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,164.215.208.251,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,71.240.27.149,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,67.188.44.187,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,36.249.156.76,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,112.211.83.165,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,59.138.93.219,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,135.75.6.22,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,181.101.176.73,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,37.4.16.238,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,204.57.58.184,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,102.158.38.252,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,20.3.149.207,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,221.191.140.248,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,129.153.96.194,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,52.35.87.175,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,165.44.144.20,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,62.95.236.131,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,35.174.165.106,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,45.130.209.73,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,173.126.235.152,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,144.202.169.68,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,12.73.193.2,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,32.93.211.210,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,14.255.111.43,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,156.195.96.220,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,140.14.198.217,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,202.94.192.2,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,89.193.6.78,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,61.131.109.166,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,95.17.65.145,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,111.28.166.32,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,150.11.201.248,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,113.10.93.194,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,111.76.97.89,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,129.229.242.234,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,75.138.230.228,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,122.154.112.206,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,103.209.100.185,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,36.202.139.221,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,169.93.65.46,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,163.97.115.43,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,200.200.106.206,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,178.60.234.229,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,23.232.213.107,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,168.69.97.86,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,211.12.116.63,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,163.56.196.162,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,204.38.115.54,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,94.211.72.197,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,20.48.225.87,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,4.25.233.93,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,156.245.36.187,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,204.190.185.111,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,104.223.234.147,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,80.95.232.24,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,169.155.39.32,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,102.64.54.238,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,77.211.17.143,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,138.144.157.147,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,105.236.112.215,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,200.145.49.51,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,103.139.198.177,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,169.205.142.67,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,91.108.243.255,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,61.249.123.128,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,98.151.49.149,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,169.193.144.199,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,51.37.103.212,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,44.166.85.173,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,52.207.144.128,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,46.203.160.33,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,49.57.0.211,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,128.93.119.246,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,199.236.5.140,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,125.67.67.80,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,190.64.122.78,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,83.37.0.245,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,102.92.199.231,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,146.252.229.82,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,155.135.135.208,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,206.132.64.208,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,116.78.227.199,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,207.73.195.89,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,196.115.202.10,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,23.254.36.74,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,179.185.252.252,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,160.55.234.202,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,195.253.79.251,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,122.40.98.90,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
